# mean, standard deviation
2.105022098504500264e+03,1.272835533012853793e+00
2.105056205208499705e+03,1.268107328977713832e+00
2.105082390075499461e+03,1.266412629221348896e+00
2.105160857028999999e+03,1.283827066144904938e+00
2.105203795540499868e+03,1.286837833842814582e+00
2.105236524971500330e+03,1.298665631412494470e+00
2.105278629525500037e+03,1.283814719448900243e+00
2.105331214617000114e+03,1.263154767611461393e+00
2.105381423971999538e+03,1.300603393009894804e+00
2.105421799861999716e+03,1.300657440251350661e+00
2.105467703909999727e+03,1.296386998675880697e+00
2.105498554842500198e+03,1.304254445310507826e+00
2.105539509672500117e+03,1.306917054445337456e+00
2.105591956208999818e+03,1.317074343674330850e+00
2.105628341340500810e+03,1.302346548800987769e+00
2.105680910515499818e+03,1.310335969379103682e+00
2.105716533562999757e+03,1.303057807007812263e+00
2.105756402252999578e+03,1.308083778772514583e+00
2.105828673997500118e+03,1.281970503831271202e+00
2.105852709056500316e+03,1.290676878437838626e+00
2.105883665169000324e+03,1.284440137054981834e+00
2.105917380598500131e+03,1.274403677136694002e+00
2.105962766803500017e+03,1.272939122065969819e+00
2.106010000000000218e+03,1.287982919141431593e+00
2.106043112592499710e+03,1.271151606638480480e+00
2.106089934402999916e+03,1.246336906704314851e+00
2.106139869763500428e+03,1.244081325697838469e+00
2.106174203248000140e+03,1.226025816090039688e+00
2.106227797930000634e+03,1.223263984308612162e+00
2.106267519279499993e+03,1.232106400590412321e+00
2.106314101881999704e+03,1.215116920890546570e+00
2.106349790960000064e+03,1.217303741074533985e+00
2.106388074822500130e+03,1.221021125340260305e+00
2.106429177914499633e+03,1.221646417569439036e+00
2.106466272741000466e+03,1.219864099157883075e+00
2.106482906103999994e+03,1.226012926003941850e+00
2.106521312730500085e+03,1.221021278785090702e+00
2.106565560775999984e+03,1.208587458399921433e+00
2.106617407224000090e+03,1.217506554145338482e+00
2.106646312730500085e+03,1.214676821471835311e+00
2.106684796101499614e+03,1.211208341368665842e+00
2.106724758395999743e+03,1.226890328037741007e+00
2.106764780254500238e+03,1.217577638909262516e+00
2.106800832552999964e+03,1.188750571438701664e+00
2.106834893818499950e+03,1.198451169908911540e+00
2.106882744653000373e+03,1.197906422150974093e+00
2.106904538770500039e+03,1.190116484114323470e+00
2.106963015877500311e+03,1.185394208526272752e+00
2.107019842324000365e+03,1.145089473226092114e+00
2.107050033973500376e+03,1.149180951846014986e+00
2.107084279047500786e+03,1.124707532584848790e+00
2.107111312730500231e+03,1.136945003619806549e+00
2.107142680638500224e+03,1.115254348445952948e+00
2.107175064003999978e+03,1.113473725402146730e+00
2.107210513107499992e+03,1.105242248879275690e+00
2.107247804207499485e+03,1.119693834853959791e+00
2.107281168145999800e+03,1.122694114334334969e+00
2.107327670329500506e+03,1.136194664002283083e+00
2.107353164299999662e+03,1.127295310784000693e+00
2.107405931980999412e+03,1.121031745455195905e+00
2.107454339819999859e+03,1.117983963484172616e+00
2.107487921355500475e+03,1.111384926614648716e+00
2.107532505017500171e+03,1.133041270545157353e+00
2.107572971750500074e+03,1.134645688587276657e+00
2.107625000000000000e+03,1.134845804503859412e+00
2.107647906104000413e+03,1.145954393686246187e+00
2.107687595624000096e+03,1.162059592936222741e+00
2.107716589870000007e+03,1.150430753655186322e+00
2.107747906104000322e+03,1.147445097426815996e+00
2.107770011628000248e+03,1.156489545742700686e+00
2.107832630670499384e+03,1.142218923120358109e+00
2.107863821822999853e+03,1.135844885482947708e+00
2.107914938750999681e+03,1.138709822415105322e+00
2.107955366369999865e+03,1.124777323457534672e+00
2.108000286195999706e+03,1.139693063195040379e+00
2.108027846052499626e+03,1.130085861899134292e+00
2.108050120114499805e+03,1.129235243678202938e+00
2.108087610781000421e+03,1.116918120832159245e+00
2.108118266700000277e+03,1.113441263411824256e+00
2.108160000000000764e+03,1.123120652467914038e+00
2.108204950621000080e+03,1.130605213289528344e+00
2.108233908354500272e+03,1.134096502772782511e+00
2.108267865713500214e+03,1.144771493149025154e+00
2.108306067562999942e+03,1.134654672729443980e+00
2.108330891073000203e+03,1.128807692669563378e+00
2.108384848122000221e+03,1.140868932201640096e+00
2.108421749489999911e+03,1.141078606720395960e+00
2.108454579537000427e+03,1.154140846005065724e+00
2.108483672008499980e+03,1.161734613663990112e+00
2.108541785450000134e+03,1.165116836346968165e+00
2.108565000000000055e+03,1.159428738646776313e+00
2.108599999999999454e+03,1.169615321377083017e+00
2.108641211236999879e+03,1.159651383808024905e+00
2.108670609919999606e+03,1.143487058768698272e+00
2.108704999999999472e+03,1.154761880215986247e+00
2.108754950620999807e+03,1.156426593095035704e+00
2.108801478706000125e+03,1.168406028681535869e+00
2.108823957883500043e+03,1.165120017681285480e+00
2.108857848662500146e+03,1.163083120609473387e+00
2.108875440781000634e+03,1.170012514044850072e+00
2.108920226294500480e+03,1.162686165472553768e+00
2.108942876629000239e+03,1.173933944504187643e+00
2.108982570356000451e+03,1.143619301323049342e+00
2.109014037435000319e+03,1.143625237109752391e+00
2.109053262953500052e+03,1.161159566681250643e+00
2.109082948575000046e+03,1.153683764240734266e+00
2.109124574891000520e+03,1.174384305114037463e+00
2.109159023668500140e+03,1.169100819974990602e+00
2.109181419373000153e+03,1.167388625710477523e+00
2.109215000000000146e+03,1.155108220038242761e+00
2.109260303571999884e+03,1.148343443425291710e+00
2.109304872175999662e+03,1.173915182452136330e+00
2.109337096861499958e+03,1.163963102249606196e+00
2.109362497381499907e+03,1.176975811998479893e+00
2.109395230182999967e+03,1.184071939845082078e+00
2.109428196024000499e+03,1.172554509740528106e+00
2.109465403321500162e+03,1.195613024726905227e+00
2.109524478379499669e+03,1.180461809077562485e+00
2.109550714880499982e+03,1.187884241883752745e+00
2.109590000000000146e+03,1.193691752505671388e+00
2.109621829351000088e+03,1.186634368980759469e+00
2.109674839336500099e+03,1.208410913542049325e+00
2.109716231855999922e+03,1.198968092953748510e+00
2.109738152673000059e+03,1.190854636084499596e+00
2.109764830859999620e+03,1.187866536172539345e+00
2.109805007859000398e+03,1.176090111362274149e+00
2.109832467800000359e+03,1.182712562262169920e+00
2.109875945057500303e+03,1.177185390002265741e+00
2.109904385945500053e+03,1.169031307342215387e+00
2.109930704926499857e+03,1.180014923078666067e+00
2.109967631763499867e+03,1.165235869856431350e+00
2.109994414227500329e+03,1.169616522526356839e+00
2.110047430825500214e+03,1.168888151026512778e+00
2.110084161787000085e+03,1.172997042719917671e+00
2.110109999999999673e+03,1.167433081593979516e+00
2.110130166796500362e+03,1.171002355736676437e+00
2.110155000000000200e+03,1.176637157325972183e+00
2.110216681018499912e+03,1.167436331863355825e+00
2.110241158609999729e+03,1.176786472528334793e+00
2.110273655234499984e+03,1.184189690372413395e+00
2.110309082479999688e+03,1.158082285288314583e+00
2.110333947409999382e+03,1.149226233847862488e+00
2.110379728447499929e+03,1.144313963683289304e+00
2.110417096262999621e+03,1.145488300854752284e+00
2.110463391089000197e+03,1.165026524568730348e+00
2.110484538245499607e+03,1.151213783141312508e+00
2.110507797652499903e+03,1.142855915433684144e+00
2.110574549474500145e+03,1.139745147663544511e+00
2.110599161786999957e+03,1.153910924473631638e+00
2.110620000000000346e+03,1.153516363126238620e+00
2.110655875999999807e+03,1.141630597060206975e+00
2.110679999999999836e+03,1.137804904190549804e+00
2.110723262953500125e+03,1.156500442976760246e+00
2.110740063669999927e+03,1.141498122039268370e+00
2.110774012512999889e+03,1.151033379675347579e+00
2.110818175546000020e+03,1.138749057692046041e+00
2.110831841398000506e+03,1.137787783022934374e+00
2.110873401787500370e+03,1.149122667845215995e+00
2.110902029816500544e+03,1.162615960733201614e+00
2.110933620232000067e+03,1.168647354065689870e+00
2.110963098408999940e+03,1.153918059559160048e+00
2.110984574890999738e+03,1.151590162157559050e+00
2.111044462323499829e+03,1.173318768756519193e+00
2.111078879487999984e+03,1.186497222520145556e+00
2.111090876000000208e+03,1.183631403834817908e+00
2.111119286138500229e+03,1.192539957167167985e+00
2.111153480820000368e+03,1.193188053933443182e+00
2.111199923508500433e+03,1.190336737507614373e+00
2.111228922952000175e+03,1.183467024292879977e+00
2.111265057653000440e+03,1.184383663069848547e+00
2.111285455621999972e+03,1.193275738866999447e+00
2.111307428230000369e+03,1.181985180434352856e+00
2.111341258232999735e+03,1.187222086493256556e+00
2.111379061362999892e+03,1.205587922974991955e+00
2.111414999999999509e+03,1.193848817899504144e+00
2.111444140805499956e+03,1.187132973735972818e+00
2.111461810791500284e+03,1.191162378353845197e+00
2.111520133840999733e+03,1.180885887272322465e+00
2.111554234902999724e+03,1.194843992479720063e+00
2.111565876000000117e+03,1.200635706675425185e+00
2.111621042438000586e+03,1.185778475003306243e+00
2.111644611036000242e+03,1.193815300866034157e+00
2.111667627400000129e+03,1.192524867407172673e+00
2.111678034929000205e+03,1.191934434800666187e+00
2.111703065013500236e+03,1.201074912904326331e+00
2.111741051084999981e+03,1.190864012949812034e+00
2.111756905836000442e+03,1.195605466410765816e+00
2.111788968914000179e+03,1.185767709077755194e+00
2.111828952603999824e+03,1.189530164579511329e+00
2.111852876874999765e+03,1.177389671810290306e+00
2.111878133664999950e+03,1.175251337063978996e+00
2.111909718530000191e+03,1.176854028030681398e+00
2.111954982759999439e+03,1.177077474955293912e+00
2.111994161786999484e+03,1.172742101184057528e+00
2.112007490080000025e+03,1.179440718012788381e+00
2.112042934925000282e+03,1.182754652644089521e+00
2.112072002814000371e+03,1.198887174208164152e+00
2.112107701733999875e+03,1.202004414894292550e+00
2.112136075514000368e+03,1.190415120530963877e+00
2.112163315329500165e+03,1.176830487970671468e+00
2.112188412604000405e+03,1.181685654610239444e+00
2.112210068624000087e+03,1.176938543845532870e+00
2.112237378506999903e+03,1.182920368074823925e+00
2.112287398514499728e+03,1.187180796386561710e+00
2.112319999999999709e+03,1.183046913693615476e+00
2.112351534377999997e+03,1.158544853804516217e+00
2.112371971454999766e+03,1.178144144560201445e+00
2.112410000000000309e+03,1.191175889614917605e+00
2.112432243246000326e+03,1.195763001163050676e+00
2.112461614080000345e+03,1.212872294279433882e+00
2.112511007765000159e+03,1.189281969888052792e+00
2.112538521993999893e+03,1.201339448085183781e+00
2.112563223315499727e+03,1.207173065841042892e+00
2.112590155884499836e+03,1.210336480517986368e+00
2.112623234153500562e+03,1.206989034896371438e+00
2.112648616790999768e+03,1.190255612411732944e+00
2.112673766228000204e+03,1.184723972697644179e+00
2.112706411934999778e+03,1.188357303296590617e+00
2.112748728577499605e+03,1.191602440096781068e+00
2.112786643999999797e+03,1.188981611289239737e+00
2.112807469392499570e+03,1.182470280382462491e+00
2.112844441927999924e+03,1.193789676428498314e+00
2.112886421749999954e+03,1.196507776233925568e+00
2.112904677671000172e+03,1.185479888944107829e+00
2.112939134080000258e+03,1.193377452069317224e+00
2.112970703503000095e+03,1.185559573166933278e+00
2.112998378472000240e+03,1.180810991861508175e+00
2.113027272465500118e+03,1.173950628313192412e+00
2.113064785465500336e+03,1.173196958381587773e+00
2.113090000000000600e+03,1.174265728018997423e+00
2.113120452068000304e+03,1.158427886087836534e+00
2.113136915573500119e+03,1.157609426883044135e+00
2.113175567126500027e+03,1.170006270102170287e+00
2.113214764959499917e+03,1.166637325408903747e+00
2.113251643999999942e+03,1.165492750721359050e+00
2.113288457250499960e+03,1.138263492852893410e+00
2.113311987251500341e+03,1.149142188996038927e+00
2.113336421749999317e+03,1.163765991764745822e+00
2.113359677670999645e+03,1.164723523623043322e+00
2.113397146390500438e+03,1.174866376468562068e+00
2.113436192600500362e+03,1.153825546861050100e+00
2.113454078650000156e+03,1.155215100336544509e+00
2.113480065435000142e+03,1.156702023674272661e+00
2.113512918299499688e+03,1.156196093870633490e+00
2.113547744505500305e+03,1.149254083689133843e+00
2.113574553501500304e+03,1.137249944890305287e+00
2.113597551004500019e+03,1.121282433449328320e+00
2.113628653499999928e+03,1.140320191079127632e+00
2.113654437479500302e+03,1.140944942016022479e+00
2.113695800582499942e+03,1.127150180640222876e+00
2.113717933720000474e+03,1.123219402867985828e+00
2.113752278849000504e+03,1.120676510474482690e+00
2.113769786537500295e+03,1.122056120496437437e+00
2.113807575581499805e+03,1.131674770709669042e+00
2.113838473107499794e+03,1.132800732024123791e+00
2.113871233527000186e+03,1.110859909753955543e+00
2.113887522706000254e+03,1.103160285583356215e+00
2.113915272372000345e+03,1.103883852223386919e+00
2.113951324873999965e+03,1.089673478798475204e+00
2.113995595018500353e+03,1.082043103182175336e+00
2.114016922356499890e+03,1.055394109395926705e+00
2.114033784776499488e+03,1.050538513782281358e+00
2.114052461856999344e+03,1.050767093752680514e+00
2.114094832934999886e+03,1.065932648109194414e+00
2.114134606579999854e+03,1.061272533708446986e+00
2.114162438097499944e+03,1.054440741318130481e+00
2.114178856073999668e+03,1.051213259201200456e+00
2.114190422001499883e+03,1.051878395924462417e+00
2.114229145667000012e+03,1.052205208935786729e+00
2.114268998438500148e+03,1.031134867490950402e+00
2.114301941959000487e+03,1.029311410121982684e+00
2.114314995695499874e+03,1.026289415363462521e+00
2.114352546199999779e+03,1.031670213793596469e+00
2.114383248837500105e+03,1.040367547957150585e+00
2.114427317723999749e+03,1.012543399601626870e+00
2.114439413312499710e+03,1.007105946947760566e+00
2.114456014848499763e+03,9.968691796192691301e-01
2.114493847000499954e+03,1.007820316367702196e+00
2.114544907939000041e+03,1.040810127533436269e+00
2.114576634493500023e+03,1.024529639452024687e+00
2.114594999999999800e+03,1.023950682406152835e+00
2.114621616994499618e+03,1.028466836295387266e+00
2.114653652445999342e+03,1.047287116143551300e+00
2.114688458059999903e+03,1.059806890068501595e+00
2.114725669225999809e+03,1.061842431404587561e+00
2.114754718602500361e+03,1.047909256384839782e+00
2.114779253730000164e+03,1.062777321432224253e+00
2.114826442704000328e+03,1.066841477306620600e+00
2.114866093226500197e+03,1.054780953439801827e+00
2.114901091812000232e+03,1.067812722586938046e+00
2.114940122277999762e+03,1.059645460856724508e+00
2.114948784776499906e+03,1.057393033807652705e+00
2.114973847000499973e+03,1.052714904237387783e+00
2.115026294762999896e+03,1.061794393456965580e+00
2.115052638944999671e+03,1.064764973957076810e+00
2.115090802884999903e+03,1.067802077608481337e+00
2.115129954635499871e+03,1.094220893773489189e+00
2.115161038060999999e+03,1.106649479249033785e+00
2.115198150695499862e+03,1.085899628452320798e+00
2.115229557924500568e+03,1.095696895892059874e+00
2.115269329929500145e+03,1.086308772417640789e+00
2.115310587714499889e+03,1.102844698950007585e+00
2.115344413929999973e+03,1.096042859172306372e+00
2.115387871556999926e+03,1.089781097584602509e+00
2.115421805033999590e+03,1.095938017272736875e+00
2.115460917623999649e+03,1.119571470705603478e+00
2.115480592018999687e+03,1.116584796781409539e+00
2.115502836980999746e+03,1.125752937106459628e+00
2.115554694287499842e+03,1.119720346919746090e+00
2.115591415739999775e+03,1.117269223968562208e+00
2.115623686325000108e+03,1.137626170078810395e+00
2.115673194219500601e+03,1.145787950184319337e+00
2.115722613491000175e+03,1.161185008464544088e+00
2.115764611099999911e+03,1.150331165630526176e+00
2.115801074555499781e+03,1.152314781232228080e+00
2.115844958213499922e+03,1.146558293261648265e+00
2.115875592019000123e+03,1.138669799983068609e+00
2.115907203133999701e+03,1.152720646745315269e+00
2.115940550256999813e+03,1.143624153558595369e+00
2.115984066005000386e+03,1.147448279077147415e+00
2.116028364787499868e+03,1.153497762125527792e+00
2.116042673487499997e+03,1.163453173948633124e+00
2.116080404068499774e+03,1.175586001173533734e+00
2.116114649596000163e+03,1.159534880316299255e+00
2.116148574753499815e+03,1.158443014897618140e+00
2.116184294610499819e+03,1.146179097918724743e+00
2.116232673487500051e+03,1.150785541584967486e+00
2.116271174272999815e+03,1.157108849307540099e+00
2.116308161238499906e+03,1.158511781236217786e+00
2.116335385726999903e+03,1.157825292361071012e+00
2.116363180724500126e+03,1.143942028917872999e+00
2.116385616501499499e+03,1.127154188718272332e+00
2.116437744020499395e+03,1.126545553236770303e+00
2.116484510150500228e+03,1.116296969491844537e+00
2.116515000000000327e+03,1.136342817991167209e+00
2.116535000000000309e+03,1.133699695686696707e+00
2.116553294293500130e+03,1.143230912978911107e+00
2.116586179943999923e+03,1.142485605757234346e+00
2.116642167519999930e+03,1.157485740437706356e+00
2.116675961785500022e+03,1.155014311113494729e+00
2.116699294610499692e+03,1.155066264631978257e+00
2.116737738409499798e+03,1.142998780980086337e+00
2.116791475115999674e+03,1.136301553815964205e+00
2.116839188448999721e+03,1.128398861005358800e+00
2.116868778648999978e+03,1.134307380969025392e+00
2.116901888468999914e+03,1.103690380677469829e+00
2.116920130683499792e+03,1.112262284772415288e+00
2.116956475116000092e+03,1.129720953565291897e+00
2.116983666095999979e+03,1.120318456948115937e+00
2.117034799892499905e+03,1.127640509689082249e+00
2.117067935373499949e+03,1.121415258157419492e+00
2.117108367402999647e+03,1.143529280987152896e+00
2.117132119802500256e+03,1.135978411407092326e+00
2.117169514142499793e+03,1.133193123823492021e+00
2.117217258652500277e+03,1.141718641981864346e+00
2.117260047892999864e+03,1.142870910587173716e+00
2.117300000000000182e+03,1.120267825120399907e+00
2.117329491525500089e+03,1.125091256809876317e+00
2.117369820574499954e+03,1.117714392526726108e+00
2.117400561165999989e+03,1.129803043029292908e+00
2.117418595850999736e+03,1.124641487600426260e+00
2.117450722702499661e+03,1.119695389124401030e+00
2.117467744020499595e+03,1.127143380980277776e+00
2.117506983590499658e+03,1.121042588793690786e+00
2.117573004568000215e+03,1.136041417266738573e+00
2.117610332040999765e+03,1.135000776023921132e+00
2.117648809557500044e+03,1.148856386980292354e+00
2.117681232293999983e+03,1.155043831374649832e+00
2.117724524685500455e+03,1.154286437790203346e+00
2.117766899896999803e+03,1.156310391469062893e+00
2.117808686325000053e+03,1.151937091423873349e+00
2.117844661016500140e+03,1.133506703677361838e+00
2.117889364673000273e+03,1.130735637666834048e+00
2.117929742168999837e+03,1.123953482809558757e+00
2.117958454600499863e+03,1.119561308628522101e+00
2.117981023411999558e+03,1.111153024639865983e+00
2.118006545374500092e+03,1.116752712260812075e+00
2.118042551425999591e+03,1.111071244899467958e+00
2.118063991730999533e+03,1.122769124215340808e+00
2.118132351075999850e+03,1.100104835373328482e+00
2.118178952639999807e+03,1.108270392629439716e+00
2.118215891025999554e+03,1.095294011248984845e+00
2.118247814490499422e+03,1.088736849987879340e+00
2.118289631302499856e+03,1.096040585714647575e+00
2.118324618449999889e+03,1.100682485764474583e+00
2.118375121318000311e+03,1.105573819631206378e+00
2.118391443477999928e+03,1.097821528723554652e+00
2.118444873147499493e+03,1.119365530100563610e+00
2.118490561166000134e+03,1.109112967266316474e+00
2.118522420822499953e+03,1.105069001204068257e+00
2.118560009750999598e+03,1.118588835499409129e+00
2.118580028786999719e+03,1.125865169647422004e+00
2.118634661869000411e+03,1.146474860481529801e+00
2.118678991731000224e+03,1.136299114300961977e+00
2.118712879497500126e+03,1.126093532095614247e+00
2.118773761328500314e+03,1.148933616158940962e+00
2.118812424409999949e+03,1.148237106707717281e+00
2.118841983590500149e+03,1.156445112944958442e+00
2.118900007446000473e+03,1.125312525926463803e+00
2.118921157764000327e+03,1.118576720884829401e+00
2.118970809409500362e+03,1.113604132448374973e+00
2.119005058330499651e+03,1.104795912404526570e+00
2.119064897928999926e+03,1.113161354297441452e+00
2.119104742169000019e+03,1.103291590817978118e+00
2.119130778919999557e+03,1.097186638822667204e+00
2.119159926727000311e+03,1.094609301732270668e+00
2.119190101896500437e+03,1.112608121855475307e+00
2.119233211534499787e+03,1.135306337932179943e+00
2.119263991730999805e+03,1.136235165751899867e+00
2.119315528206499948e+03,1.086576930616167447e+00
2.119379083618500317e+03,1.081017759675731105e+00
2.119418614852500014e+03,1.079031070285791261e+00
2.119449999999999818e+03,1.083282050068229196e+00
2.119495639571499851e+03,1.077287371668933513e+00
2.119522203068499493e+03,1.082266684727553052e+00
2.119561144030999913e+03,1.072252269996519791e+00
2.119590000000000146e+03,1.090366910723193472e+00
2.119645533256000363e+03,1.094784383071701894e+00
2.119684623121499953e+03,1.088170777477346585e+00
2.119725778919999811e+03,1.091634831622258384e+00
2.119755475350999859e+03,1.081735851221363731e+00
2.119794999999999618e+03,1.084654322814464278e+00
2.119837766627999827e+03,1.090311924184729886e+00
2.119867389749500035e+03,1.080089115267933275e+00
2.119902754069500133e+03,1.069812614536514106e+00
2.119945130978500401e+03,1.055058855935045781e+00
2.119991832390999662e+03,1.032427923981922069e+00
2.120017766628000572e+03,1.020188269849884311e+00
2.120057766628000081e+03,1.002378559078022757e+00
2.120088068873500106e+03,1.024261606237201638e+00
2.120111144031000549e+03,1.029546743189822422e+00
2.120156443478000256e+03,1.035708275330903705e+00
2.120198141351499999e+03,1.039487772222710937e+00
2.120244623121499444e+03,1.051540652982897672e+00
2.120274999999999636e+03,1.044928227200330406e+00
2.120309999999999491e+03,1.064377752492040807e+00
2.120355000000000473e+03,1.090172004777255399e+00
2.120383179854500213e+03,1.084045691047947235e+00
2.120431758359000014e+03,1.086932841702298091e+00
2.120479346508000162e+03,1.119675465795448410e+00
2.120529513032500290e+03,1.117416972826034138e+00
2.120599999999999909e+03,1.143241006962272266e+00
2.120614999999999782e+03,1.136342817991177645e+00
2.120660561166000207e+03,1.141576153271621319e+00
2.120716641902499759e+03,1.174724776472166887e+00
2.120750465600000098e+03,1.168517538971440395e+00
2.120805000000000291e+03,1.179607985730890762e+00
2.120867734947999907e+03,1.144217046032256713e+00
2.120919623121500081e+03,1.131093069049015742e+00
2.120945778920000066e+03,1.143401084838989057e+00
2.121022533571499480e+03,1.142971774739556023e+00
2.121074999999999818e+03,1.144497706419721705e+00
2.121102766627999699e+03,1.142149518749306925e+00
2.121122766627999681e+03,1.144113131669818539e+00
2.121206608700000743e+03,1.207380741234377552e+00
2.121283547232499586e+03,1.206474405686550178e+00
2.121351405261500076e+03,1.189892892701681193e+00
2.121375519550000718e+03,1.203807719784108388e+00
2.121425000000000182e+03,1.190325585711726530e+00
2.121476143100000172e+03,1.217802324630156585e+00
2.121515678431000197e+03,1.235275892330865322e+00
2.121563622877000853e+03,1.246027173025542556e+00
2.121620376479500010e+03,1.255758963150354512e+00
2.121676839434999692e+03,1.268888496145900158e+00
2.121720000000000255e+03,1.254432142445417009e+00
2.121798416254000131e+03,1.257224390463604680e+00
2.121870832468000117e+03,1.247662437334865260e+00
2.121900004979499499e+03,1.242514632620996595e+00
2.121941839435000020e+03,1.245242191343195248e+00
2.122011143099999572e+03,1.281734912091612388e+00
2.122079281225000159e+03,1.293746797924007819e+00
2.122142249103500035e+03,1.298765530578088523e+00
2.122178935804000048e+03,1.307233724824620413e+00
2.122235000000000127e+03,1.317298371668321977e+00
2.122279999999999745e+03,1.324235628579754076e+00
2.122314746824999929e+03,1.335765765991829168e+00
2.122390291162499580e+03,1.327547523692410580e+00
2.122426588725499641e+03,1.313055406694822125e+00
2.122485420257499754e+03,1.328102776001682361e+00
2.122529999999999745e+03,1.324424403278634088e+00
2.122597799910499816e+03,1.322327468488891489e+00
2.122639999999999873e+03,1.342162434282797134e+00
2.122652015349999601e+03,1.339777673295616367e+00
2.122691107985499457e+03,1.358661769837630429e+00
2.122771143099999790e+03,1.359156677088587450e+00
2.122818664881499899e+03,1.354444385665541040e+00
2.122877249103500162e+03,1.337894136795895861e+00
2.122923437473999911e+03,1.339186516677345340e+00
2.123006437536500471e+03,1.351432727837788894e+00
2.123055000000000291e+03,1.357377987150261367e+00
2.123080000000000382e+03,1.364404632064848633e+00
2.123140832468000099e+03,1.368885345387403474e+00
2.123171409129500262e+03,1.366320795729899729e+00
2.123238618946000315e+03,1.368072215552688542e+00
2.123269999999999527e+03,1.380253599886640314e+00
2.123329383656499886e+03,1.351445369268397867e+00
2.123394999999999527e+03,1.312430950564589249e+00
2.123409248721999575e+03,1.311340162973933410e+00
2.123460151586499705e+03,1.302073652700689532e+00
2.123533957701000418e+03,1.310674286269052802e+00
2.123559281225000177e+03,1.320874086027315819e+00
2.123614458694500172e+03,1.295911622789660100e+00
2.123652085456000350e+03,1.301459286112226277e+00
2.123702053880000221e+03,1.292336655070196239e+00
2.123743957700999999e+03,1.292093204945765406e+00
2.123782313374999831e+03,1.287918608598350945e+00
2.123823901017000026e+03,1.261768667839714642e+00
2.123865000000000236e+03,1.251509089060113933e+00
2.123914725631000238e+03,1.265105541631035724e+00
2.123960000000000036e+03,1.243945336419532088e+00
2.124005113285499647e+03,1.195955972560543312e+00
2.124038901016999716e+03,1.201273380139608715e+00
2.124063314257999991e+03,1.207319138101205835e+00
2.124114383656499740e+03,1.208531027906155408e+00
2.124185868730999573e+03,1.172438790667719610e+00
2.124224999999999454e+03,1.137925744501835146e+00
2.124267790409000099e+03,1.131940617428307760e+00
2.124325086796000505e+03,1.106039012276260225e+00
2.124367053880000185e+03,1.087509710135050822e+00
2.124400767930000256e+03,1.074749415730565705e+00
2.124417313375000049e+03,1.076787516701359637e+00
2.124464733485000579e+03,1.055513973254163407e+00
2.124496588725500260e+03,1.056947102498799973e+00
2.124542607365000549e+03,1.041600458045141009e+00
2.124570279568500609e+03,1.045549698877278999e+00
2.124609910640500402e+03,1.006297840772958807e+00
2.124658621448500071e+03,1.011630293862616936e+00
2.124685898044000169e+03,9.991197583357742662e-01
2.124704999999999927e+03,9.891789524651730670e-01
2.124745005199499701e+03,9.900121015739009600e-01
2.124779191865499797e+03,9.896604267394096821e-01
2.124813080142999752e+03,9.685596405342424831e-01
2.124862934805999885e+03,9.673892533612382660e-01
2.124904999999999745e+03,9.478792117142299523e-01
2.124930820480999500e+03,9.264776891713848439e-01
2.124962313375000122e+03,9.333138686283127816e-01
2.124998901016999753e+03,9.009815654008227481e-01
2.125042934805999721e+03,9.240051067818749742e-01
2.125083957701000145e+03,9.209224785979103212e-01
2.125112382929500200e+03,9.127867008404167981e-01
2.125144294296999760e+03,9.224140945794208069e-01
2.125183621448500617e+03,9.245097784964340093e-01
2.125213314258000537e+03,9.372815520564875547e-01
2.125249383656500413e+03,8.860989477236216327e-01
2.125287050810000437e+03,8.809632003835039527e-01
2.125317597265499899e+03,8.845574998882247408e-01
2.125356018264500563e+03,8.839982193914353026e-01
2.125400020261999998e+03,8.577776613139524997e-01
2.125432053880000240e+03,8.550600009578689376e-01
2.125450820480999937e+03,8.520021175397963775e-01
2.125477597265499753e+03,8.457013927199469316e-01
2.125516018264500417e+03,8.342223967546759100e-01
2.125539999999999964e+03,8.522910301064889893e-01
2.125570767930000329e+03,8.487575333469641325e-01
2.125601562448499863e+03,8.513432857828167055e-01
2.125634910640500493e+03,8.450997167904298335e-01
2.125673621448499944e+03,8.430120467737018952e-01
2.125699999999999818e+03,8.264381404558216460e-01
2.125730000000000018e+03,8.432674546074170330e-01
2.125768957700999636e+03,8.392563143741191833e-01
2.125802597265499571e+03,8.418121067515331735e-01
2.125821018264499799e+03,8.541843278251759486e-01
2.125864217685999847e+03,8.512259240365244173e-01
2.125909999999999854e+03,8.601744009211034214e-01
2.125920820480999737e+03,8.521950223700769378e-01
2.125962542336000297e+03,8.618508144384829928e-01
2.125984129978000055e+03,8.732334689075182954e-01
2.126041282879999926e+03,8.709528755568921587e-01
2.126095000000000255e+03,8.540930862616589181e-01
2.126121282880000308e+03,8.628752231004994666e-01
2.126149799057499877e+03,8.724859137771056039e-01
2.126185228961000121e+03,8.668978174327193198e-01
2.126212481790000311e+03,8.674886676784315798e-01
2.126240000000000236e+03,8.800000000000072209e-01
2.126260767930000384e+03,8.829663679966563983e-01
2.126297167361999982e+03,8.770158807730646933e-01
2.126336439478999637e+03,8.692398794625297853e-01
2.126391282879999835e+03,8.933985087522833268e-01
2.126414999999999964e+03,8.990411558988733454e-01
2.126419999999999618e+03,8.925245094673535107e-01
2.126460579065999809e+03,9.088240755479051192e-01
2.126503919087500435e+03,9.129055990420333888e-01
